,ft,bt,km,transmission,ownerNo,model,modelYear,price,Mileage,Engine,Seats,city
7065,Petrol,Sedan,14000.0,Manual,1,Hyundai Verna,2021.0,1025000.0,17.7,1497.0,5.0,Kolkata
7066,Petrol,Sedan,80000.0,Manual,3,Hyundai Elantra,2014.0,350000.0,16.3,1797.0,5.0,Kolkata
7067,Petrol,Sedan,45000.0,Manual,1,Hyundai Elantra,2017.0,775000.0,14.59,1949.5,5.0,Kolkata
7068,Petrol,Sedan,119236.0,Manual,1,Maruti Swift Dzire,2014.0,306000.0,22.41,1197.0,5.0,Kolkata
7069,Petrol,Hatchback,98074.0,Manual,1,Maruti Baleno,2016.0,432000.0,21.4,1197.0,5.0,Kolkata
7070,Diesel,Sedan,40330.0,Automatic,1,Mercedes-Benz C-Class,2013.0,1080000.0,14.84,1949.5,5.0,Kolkata
7071,Petrol,Sedan,84989.0,Manual,2,Maruti Swift Dzire,2014.0,314000.0,22.41,1197.0,5.0,Kolkata
7072,Petrol,Hatchback,72017.0,Manual,2,Maruti Wagon R,2014.0,269000.0,20.51,998.0,5.0,Kolkata
7073,Diesel,MUV,65002.0,Manual,1,Maruti Ertiga,2015.0,521000.0,20.77,1248.0,7.0,Kolkata
7074,Petrol,Sedan,85862.0,Manual,1,Maruti Swift Dzire,2015.0,342000.0,22.41,1197.0,5.0,Kolkata
7075,Petrol,Hatchback,70000.0,Manual,2,Maruti Alto,2011.0,150000.0,19.7,796.0,5.0,Kolkata
7076,Petrol,Hatchback,48005.0,Manual,1,Mahindra KUV 100 NXT,2017.0,407000.0,18.15,1198.0,6.0,Kolkata
7077,Petrol,Hatchback,8625.0,Manual,1,Hyundai Santro,2019.0,459999.99999999994,20.3,1086.0,5.0,Kolkata
7078,Petrol,Hatchback,10000.0,Manual,1,Tata Altroz,2020.0,725000.0,19.33,1199.0,5.0,Kolkata
7079,Diesel,Sedan,67000.0,Manual,1,Skoda Laura,2012.0,340000.0,20.0,1949.5,5.0,Kolkata
7080,Petrol,Hatchback,10000.0,Manual,1,Tata Altroz,2020.0,735000.0,19.33,1199.0,5.0,Kolkata
7081,Diesel,SUV,50000.0,Manual,1,Hyundai Creta,2018.0,1200000.0,19.67,1582.0,5.0,Kolkata
7082,Petrol,Hatchback,60000.0,Manual,3,Maruti Zen Estilo,2011.0,145000.0,19.0,998.0,5.0,Kolkata
7083,Petrol,Hatchback,60000.0,Manual,3,Maruti Celerio,2017.0,350000.0,23.1,998.0,5.0,Kolkata
7084,Diesel,SUV,34000.0,Automatic,1,Audi Q5,2014.0,1776500.0,14.16,1949.5,5.0,Kolkata
7085,Petrol,Hatchback,60000.0,Manual,1,Maruti A-Star,2012.0,300000.0,19.0,998.0,5.0,Kolkata
7086,Diesel,MUV,152000.0,Manual,1,Toyota Innova,2014.0,695000.0,12.99,1949.5,7.0,Kolkata
7087,Diesel,SUV,45000.0,Automatic,1,Land Rover Range Rover Sport,2014.0,1776500.0,12.65,1949.5,5.0,Kolkata
7088,Petrol,Sedan,56766.0,Manual,3,Toyota Corolla Altis,2013.0,399000.0,14.53,1798.0,5.0,Kolkata
7089,Diesel,SUV,7114.0,Automatic,1,Tata New Safari,2022.0,1776500.0,14.08,1949.5,6.0,Kolkata
7090,Diesel,SUV,25508.0,Automatic,1,Tata New Safari,2021.0,1776500.0,14.08,1949.5,6.0,Kolkata
7091,Petrol,Hatchback,39369.0,Manual,1,Maruti Wagon R,2012.0,217000.0,18.9,998.0,5.0,Kolkata
7092,Diesel,SUV,96707.0,Manual,1,Mahindra XUV500,2018.0,886000.0,18.9,1949.5,7.0,Kolkata
7093,Petrol,Hatchback,50000.0,Manual,1,Hyundai i20 Active,2016.0,550000.0,17.19,1197.0,5.0,Kolkata
7094,Petrol,Hatchback,30345.0,Manual,1,Renault KWID,2019.0,327000.0,22.25,799.0,5.0,Kolkata
7095,Diesel,SUV,128232.0,Automatic,1,Toyota Fortuner,2016.0,1775000.0,12.55,1949.5,7.0,Kolkata
7096,Petrol,SUV,54018.0,Manual,1,Honda WR-V,2017.0,487000.0,17.5,1199.0,5.0,Kolkata
7097,Diesel,Sedan,32007.0,Manual,1,Hyundai Verna,2016.0,612000.0,23.9,1582.0,5.0,Kolkata
7098,Petrol,Hatchback,100000.0,Manual,1,Hyundai i10,2015.0,310000.0,19.81,1086.0,5.0,Kolkata
7099,Petrol,Hatchback,30000.0,Manual,2,Hyundai Santro Xing,2014.0,245000.00000000003,17.92,1086.0,5.0,Kolkata
7100,Diesel,Sedan,66452.0,Automatic,1,Volvo S60 Cross Country,2018.0,1776500.0,19.6,1949.5,5.0,Kolkata
7101,Diesel,SUV,38706.0,Automatic,1,Volvo XC60,2021.0,1776500.0,11.2,1949.5,5.0,Kolkata
7102,Petrol,Sedan,80000.0,Manual,1,Honda City,2018.0,650000.0,17.4,1497.0,5.0,Kolkata
7103,Petrol,Sedan,60000.0,Manual,1,Hyundai Verna,2015.0,750000.0,17.01,1591.0,5.0,Kolkata
7104,Petrol,Hatchback,120000.0,Manual,1,Hyundai i20 Active,2016.0,500000.0,17.19,1197.0,5.0,Kolkata
7105,Diesel,MUV,150000.0,Manual,2,Chevrolet Tavera,2012.0,720000.0,12.2,1949.5,10.0,Kolkata
7106,Diesel,Sedan,19000.0,Manual,1,Honda City,2017.0,790000.0,26.0,1498.0,5.0,Kolkata
7107,Diesel,MUV,155000.0,Manual,1,Toyota Innova,2012.0,645000.0,12.8,1949.5,7.0,Kolkata
7108,Petrol,Sedan,71552.0,Manual,1,Honda City,2014.0,403000.0,17.4,1497.0,5.0,Kolkata
7109,Petrol,Hatchback,65039.0,Manual,2,Hyundai Grand i10,2015.0,301000.0,18.9,1197.0,5.0,Kolkata
7110,Petrol,Hatchback,60000.0,Manual,2,Hyundai Santro Xing,2007.0,40000.0,17.92,1086.0,5.0,Kolkata
7111,Petrol,Hatchback,73578.0,Manual,1,Renault KWID,2019.0,359000.0,23.01,999.0,5.0,Kolkata
7112,Petrol,Hatchback,27160.0,Automatic,1,Hyundai Santro,2021.0,511000.00000000006,20.3,1086.0,5.0,Kolkata
7113,Petrol,Hatchback,36000.0,Manual,1,Hyundai i20,2017.0,425000.0,18.6,1197.0,5.0,Kolkata
7114,Petrol,Hatchback,84367.0,Manual,1,Hyundai Grand i10,2014.0,277000.0,18.9,1197.0,5.0,Kolkata
7115,Petrol,MUV,32599.0,Manual,1,Maruti Ertiga,2019.0,750000.0,19.01,1462.0,7.0,Kolkata
7116,Petrol,SUV,47530.0,Manual,1,Renault Duster,2017.0,551000.0,13.06,1598.0,5.0,Kolkata
7117,Petrol,Hatchback,35457.0,Manual,1,Honda Brio,2014.0,254000.0,19.4,1198.0,5.0,Kolkata
7118,Petrol,SUV,28134.0,Automatic,1,Kia Seltos,2020.0,1275000.0,18.9,1497.0,5.0,Kolkata
7119,Petrol,SUV,5000.0,Automatic,0,Mahindra XUV300,2022.0,1320000.0,16.5,1197.0,5.0,Kolkata
7120,Petrol,Hatchback,28000.0,Automatic,1,Hyundai i10,2011.0,270000.0,16.95,1197.0,5.0,Kolkata
7121,Diesel,SUV,20000.0,Automatic,1,Jeep Compass Trailhawk,2023.0,1776500.0,18.9,1949.5,5.0,Kolkata
7122,Petrol,SUV,33582.0,Automatic,2,Land Rover Range Rover Velar,2020.0,1776500.0,15.8,1949.5,5.0,Kolkata
7123,Petrol,Hatchback,46005.0,Manual,1,Hyundai i10,2014.0,254999.99999999997,20.36,1197.0,5.0,Kolkata
7124,Diesel,SUV,2565.0,Automatic,1,MG Gloster,2021.0,1776500.0,12.4,1949.5,6.0,Kolkata
7125,Petrol,Hatchback,28000.0,Automatic,1,Maruti Swift,2018.0,535000.0,22.0,1197.0,5.0,Kolkata
7126,Petrol,Hatchback,32000.0,Automatic,1,Honda Jazz,2015.0,440000.00000000006,18.2,1199.0,5.0,Kolkata
7127,Petrol,Sedan,45000.0,Manual,1,Maruti Swift Dzire,2009.0,225000.0,17.5,1298.0,5.0,Kolkata
7128,Diesel,SUV,78565.0,Manual,1,Mahindra XUV500,2019.0,1295000.0,15.1,1949.5,7.0,Kolkata
7129,Petrol,SUV,10197.0,Automatic,1,MG Hector,2022.0,1776500.0,18.9,1451.0,5.0,Kolkata
7130,Petrol,Hatchback,60000.0,Manual,2,Hyundai EON,2014.0,180000.0,21.1,814.0,5.0,Kolkata
7131,Petrol,Sedan,32844.0,Manual,1,Honda City,2017.0,602000.0,17.8,1497.0,5.0,Kolkata
7132,Cng,Hatchback,5198.0,Manual,1,Tata Tiago,2022.0,743000.0,26.49,1199.0,5.0,Kolkata
7133,Petrol,Hatchback,40000.0,Manual,1,Hyundai i20,2013.0,335000.0,18.5,1197.0,5.0,Kolkata
7134,Petrol,Sedan,19355.0,Automatic,1,Skoda Rapid,2019.0,750000.0,14.84,1598.0,5.0,Kolkata
7135,Petrol,Sedan,60000.0,Manual,1,Maruti Swift Dzire,2010.0,240000.0,17.5,1298.0,5.0,Kolkata
7136,Petrol,Hatchback,31197.0,Manual,1,Maruti Wagon R,2019.0,474000.0,21.79,998.0,5.0,Kolkata
7137,Petrol,Hatchback,6651.0,Manual,1,Datsun RediGO,2021.0,346000.0,21.7,999.0,5.0,Kolkata
7138,Petrol,Hatchback,60000.0,Manual,3,Chevrolet Spark,2009.0,70000.0,18.0,995.0,5.0,Kolkata
7139,Petrol,SUV,35000.0,Manual,1,Honda BR-V,2018.0,745000.0,15.4,1497.0,7.0,Kolkata
7140,Petrol,Sedan,57000.0,Manual,1,Honda City,2013.0,335000.0,16.8,1497.0,5.0,Kolkata
7141,Petrol,Sedan,50469.0,Automatic,1,Honda City,2016.0,550000.0,18.0,1497.0,5.0,Kolkata
7142,Petrol,Hatchback,32000.0,Manual,1,Maruti Swift,2018.0,524000.0,22.0,1197.0,5.0,Kolkata
7143,Petrol,Sedan,36000.0,Automatic,1,Toyota Corolla Altis,2016.0,850000.0,14.28,1798.0,5.0,Kolkata
7144,Petrol,Hatchback,30000.0,Manual,1,Datsun RediGO,2018.0,210000.0,22.7,799.0,5.0,Kolkata
7145,Diesel,SUV,68042.0,Automatic,1,Mahindra XUV500,2018.0,999000.0,16.0,1949.5,7.0,Kolkata
7146,Petrol,Hatchback,65000.0,Manual,2,Hyundai i10,2014.0,229999.99999999997,20.36,1197.0,5.0,Kolkata
7147,Petrol,Hatchback,24000.0,Manual,1,Maruti Swift,2020.0,549000.0,20.4,1197.0,5.0,Kolkata
7148,Diesel,Sedan,82948.0,Manual,1,Maruti Ciaz,2016.0,520000.0,27.984999999999992,1248.0,5.0,Kolkata
7149,Petrol,Hatchback,23162.0,Manual,2,Maruti Zen Estilo,2010.0,141000.0,19.0,998.0,5.0,Kolkata
7150,Petrol,Hatchback,45000.0,Manual,1,Maruti Ritz,2010.0,129000.0,18.5,1197.0,5.0,Kolkata
7151,Petrol,SUV,7281.0,Manual,2,Honda WR-V,2020.0,641000.0,17.5,1199.0,5.0,Kolkata
7152,Petrol,Hatchback,29428.0,Manual,1,Hyundai i20 Active,2016.0,466000.0,17.19,1197.0,5.0,Kolkata
7153,Petrol,SUV,64000.0,Manual,1,Hyundai Creta,2018.0,844999.9999999999,15.8,1591.0,5.0,Kolkata
7154,Petrol,Hatchback,62202.0,Manual,1,Maruti Alto 800,2016.0,215000.0,22.05,796.0,5.0,Kolkata
7155,Petrol,Sedan,47000.0,Manual,1,Honda City,2018.0,725000.0,17.4,1497.0,5.0,Kolkata
7156,Cng,Sedan,13145.0,Manual,1,Tata Tigor,2022.0,772000.0,26.49,1199.0,5.0,Kolkata
7157,Petrol,Hatchback,119490.0,Manual,1,Hyundai EON,2017.0,254999.99999999997,21.1,814.0,5.0,Kolkata
7158,Diesel,SUV,8000.0,Manual,1,Mahindra XUV500,2021.0,1673999.9999999998,15.1,1949.5,7.0,Kolkata
7159,Diesel,Sedan,45000.0,Manual,1,Honda City,2015.0,525000.0,25.1,1498.0,5.0,Kolkata
7160,Petrol,Hatchback,46422.0,Manual,1,Maruti Wagon R Stingray,2016.0,295000.0,20.51,998.0,5.0,Kolkata
7161,Petrol,Hatchback,64000.0,Manual,3,Hyundai i10,2014.0,235000.0,20.36,1197.0,5.0,Kolkata
7162,Diesel,Sedan,52000.0,Manual,1,Volkswagen Ameo,2020.0,495000.0,21.66,1498.0,5.0,Kolkata
7163,Petrol,Sedan,25000.0,Manual,1,Honda City,2019.0,685000.0,16.8,1497.0,5.0,Kolkata
7164,Petrol,Hatchback,15000.0,Manual,2,Hyundai EON,2013.0,186000.0,21.1,814.0,5.0,Kolkata
7165,Petrol,SUV,45000.0,Manual,1,Kia Seltos,2020.0,1265000.0,16.5,1353.0,5.0,Kolkata
7166,Petrol,SUV,65000.0,Automatic,1,Hyundai Creta,2018.0,894999.9999999999,14.8,1591.0,5.0,Kolkata
7167,Diesel,SUV,65000.0,Manual,1,Jeep Compass,2018.0,950000.0,17.1,1949.5,5.0,Kolkata
7168,Petrol,Sedan,21628.0,Manual,1,Honda City,2019.0,727000.0,17.4,1497.0,5.0,Kolkata
7169,Petrol,Hatchback,8347.0,Manual,1,Maruti Swift,2016.0,426999.99999999994,22.38,1197.0,5.0,Kolkata
7170,Diesel,SUV,72057.0,Manual,2,Mahindra Scorpio,2016.0,875000.0,15.4,1949.5,7.0,Kolkata
7171,Petrol,Hatchback,52549.0,Manual,1,Hyundai Grand i10,2017.0,349000.0,18.9,1197.0,5.0,Kolkata
7172,Petrol,Sedan,44540.0,Automatic,2,Honda City,2014.0,450000.0,18.0,1497.0,5.0,Kolkata
7173,Petrol,Hatchback,44000.0,Manual,2,Maruti Swift,2014.0,320000.0,18.6,1197.0,5.0,Kolkata
7174,Diesel,Hatchback,53084.0,Manual,1,Hyundai Grand i10 Nios,2019.0,646000.0,26.2,1186.0,5.0,Kolkata
7175,Petrol,MUV,10000.0,Manual,2,Maruti XL6,2021.0,950000.0,19.01,1462.0,6.0,Kolkata
7176,Petrol,Sedan,34339.0,Automatic,2,Toyota Corolla Altis,2018.0,1124000.0,14.28,1798.0,5.0,Kolkata
7177,Petrol,SUV,15456.0,Manual,1,Kia Seltos,2020.0,1057000.0,16.8,1497.0,5.0,Kolkata
7178,Petrol,MUV,10000.0,Manual,2,Maruti XL6,2021.0,950000.0,19.01,1462.0,6.0,Kolkata
7179,Petrol,Hatchback,68000.0,Manual,1,Hyundai Santro,2018.0,385000.0,20.3,1086.0,5.0,Kolkata
7180,Petrol,SUV,10000.0,Manual,1,Maruti SX4 S Cross,2021.0,875000.0,18.55,1462.0,5.0,Kolkata
7181,Diesel,SUV,100000.0,Manual,1,Mahindra TUV 300,2017.0,520000.0,18.49,1493.0,7.0,Kolkata
7182,Diesel,SUV,59639.0,Manual,1,Mahindra TUV 300,2019.0,675000.0,18.49,1493.0,7.0,Kolkata
7183,Petrol,Hatchback,50000.0,Manual,1,Maruti Celerio,2017.0,360000.0,23.1,998.0,5.0,Kolkata
7184,Petrol,Sedan,37000.0,Automatic,1,Audi A6,2016.0,1776500.0,15.26,1798.0,5.0,Kolkata
7185,Petrol,Sedan,60000.0,Manual,2,Renault Scala,2013.0,235000.0,16.95,1498.0,5.0,Kolkata
7186,Petrol,Hatchback,8000.0,Manual,1,Hyundai i20 N Line,2022.0,900000.0,20.0,998.0,5.0,Kolkata
7187,Diesel,MUV,31000.0,Manual,1,Maruti Ertiga,2017.0,800000.0,24.52,1248.0,7.0,Kolkata
7188,Petrol,Sedan,44890.0,Manual,1,Honda Amaze,2016.0,357000.0,18.0,1198.0,5.0,Kolkata
7189,Diesel,SUV,48752.0,Manual,2,Hyundai Creta,2017.0,620000.0,22.1,1396.0,5.0,Kolkata
7190,Diesel,SUV,10000.0,Automatic,1,Tata New Safari,2022.0,1776500.0,14.08,1949.5,6.0,Kolkata
7191,Petrol,SUV,5151.0,Manual,1,Mahindra KUV 100,2017.0,372000.0,18.15,1198.0,5.0,Kolkata
7192,Petrol,Hatchback,28807.0,Manual,1,Maruti Alto 800,2017.0,275000.0,22.05,796.0,5.0,Kolkata
7193,Petrol,Hatchback,30000.0,Manual,2,Hyundai Santro Xing,2014.0,220000.00000000003,17.92,1086.0,5.0,Kolkata
7194,Petrol,Sedan,20593.0,Manual,1,Honda City,2019.0,763000.0,17.4,1497.0,5.0,Kolkata
7195,Petrol,Hatchback,10000.0,Manual,1,Tata Altroz,2020.0,735000.0,19.33,1199.0,5.0,Kolkata
7196,Petrol,Sedan,82879.0,Manual,2,Honda Amaze,2015.0,260000.0,18.0,1198.0,5.0,Kolkata
7197,Petrol,Sedan,13407.0,Manual,1,Honda City,2022.0,1015000.0,18.6,1498.0,5.0,Kolkata
7198,Petrol,Hatchback,100000.0,Manual,1,Maruti Ignis,2019.0,409999.99999999994,20.89,1197.0,5.0,Kolkata
7199,Diesel,MUV,66000.0,Manual,1,Maruti Ertiga,2018.0,791000.0,25.47,1248.0,7.0,Kolkata
7200,Diesel,MUV,155000.0,Manual,1,Toyota Innova,2015.0,745000.0,12.99,1949.5,7.0,Kolkata
7201,Diesel,MUV,21100.0,Manual,1,Toyota Innova Crysta,2021.0,1776500.0,12.0,1949.5,7.0,Kolkata
7202,Diesel,MUV,120000.0,Manual,1,Tata Sumo Victa,2006.5,110000.00000000001,12.2,1948.0,10.0,Kolkata
7203,Petrol,Hatchback,100000.0,Manual,1,Hyundai i10,2015.0,310000.0,19.81,1086.0,5.0,Kolkata
7204,Diesel,Sedan,44227.0,Automatic,1,BMW 6 Series,2018.0,1776500.0,17.09,1949.5,4.0,Kolkata
7205,Diesel,SUV,70000.0,Automatic,3,Toyota Fortuner,2015.0,1350000.0,12.55,1949.5,7.0,Kolkata
7206,Petrol,SUV,45000.0,Manual,1,Honda WR-V,2019.0,650000.0,17.5,1199.0,5.0,Kolkata
7207,Petrol,SUV,50000.0,Manual,1,Hyundai Alcazar,2021.0,1600000.0,14.5,1949.5,6.0,Kolkata
7208,Petrol,Hatchback,77042.0,Manual,1,Maruti Swift,2019.0,449000.0,22.38,1197.0,5.0,Kolkata
7209,Petrol,Sedan,42325.0,Manual,1,Tata Tigor,2021.0,517000.0,19.28,1199.0,5.0,Kolkata
7210,Petrol,Hatchback,50000.0,Manual,1,Volkswagen Polo,2017.0,500000.0,16.2,1199.0,5.0,Kolkata
7211,Petrol,Hatchback,37196.0,Manual,1,Maruti Swift,2015.0,400000.0,22.38,1197.0,5.0,Kolkata
7212,Diesel,Hatchback,61530.0,Manual,1,Maruti Baleno,2017.0,459999.99999999994,27.39,1248.0,5.0,Kolkata
7213,Petrol,Hatchback,48000.0,Manual,1,Hyundai i20 Active,2016.0,580000.0,17.19,1197.0,5.0,Kolkata
7214,Diesel,SUV,74444.0,Manual,1,Maruti Vitara Brezza,2017.0,643000.0,24.3,1248.0,5.0,Kolkata
7215,Petrol,Hatchback,120000.0,Manual,1,Skoda Fabia,2011.0,200000.0,16.25,1198.0,5.0,Kolkata
7216,Petrol,Hatchback,11768.0,Manual,1,Maruti S-Presso,2020.0,411000.00000000006,21.7,998.0,5.0,Kolkata
7217,Petrol,Hatchback,19715.0,Manual,2,Renault KWID,2020.0,384000.0,22.3,799.0,5.0,Kolkata
7218,Petrol,SUV,54581.0,Manual,1,Honda WR-V,2018.0,500000.0,17.5,1199.0,5.0,Kolkata
7219,Diesel,Sedan,34000.0,Automatic,1,Audi A6,2014.0,1475000.0,17.68,1949.5,5.0,Kolkata
7220,Petrol,Hatchback,50000.0,Manual,2,Hyundai i20,2016.0,500000.0,18.6,1197.0,5.0,Kolkata
7221,Petrol,Hatchback,40000.0,Manual,2,Volkswagen Polo,2014.0,360000.0,16.47,1198.0,5.0,Kolkata
7222,Diesel,SUV,70000.0,Automatic,4,Toyota Fortuner,2015.0,1450000.0,12.55,1949.5,7.0,Kolkata
7223,Petrol,SUV,19600.0,Automatic,3,Porsche Macan,2016.0,1776500.0,13.6,1949.5,5.0,Kolkata
7224,Diesel,MUV,120000.0,Manual,1,Chevrolet Tavera,2011.0,350000.0,14.8,1949.5,7.0,Kolkata
7225,Diesel,SUV,68000.0,Automatic,1,BMW X3,2012.0,1199000.0,16.09,1949.5,5.0,Kolkata
7226,Diesel,Sedan,70000.0,Manual,2,Tata Manza,2014.0,220000.00000000003,21.02,1248.0,5.0,Kolkata
7227,Diesel,Hatchback,50000.0,Manual,4,Hyundai Grand i10,2016.0,330000.0,24.0,1120.0,5.0,Kolkata
7228,Petrol,Sedan,70179.0,Manual,1,Tata Tigor,2021.0,518000.0,19.28,1199.0,5.0,Kolkata
7229,Petrol,Hatchback,54501.0,Manual,1,Maruti A-Star,2010.0,141000.0,19.0,998.0,5.0,Kolkata
7230,Diesel,SUV,20000.0,Manual,1,Renault Captur,2018.0,800000.0,20.37,1461.0,5.0,Kolkata
7231,Petrol,Hatchback,28651.0,Manual,1,Maruti Alto 800,2016.0,227000.0,22.05,796.0,5.0,Kolkata
7232,Petrol,Sedan,64787.0,Manual,2,Honda City,2014.0,372000.0,17.4,1497.0,5.0,Kolkata
7233,Diesel,SUV,138726.0,Manual,1,Toyota Fortuner,2014.0,1300000.0,13.0,1949.5,7.0,Kolkata
7234,Petrol,Hatchback,24147.0,Manual,1,Maruti Wagon R,2019.0,437000.0,21.79,998.0,5.0,Kolkata
7235,Petrol,Sedan,65000.0,Automatic,1,Toyota Corolla Altis,2017.0,950000.0,14.28,1798.0,5.0,Kolkata
7236,Petrol,Sedan,79513.0,Manual,1,Honda City,2015.0,421000.0,17.4,1497.0,5.0,Kolkata
7237,Petrol,Hatchback,87845.0,Manual,1,Hyundai i20,2010.0,193000.0,18.5,1197.0,5.0,Kolkata
7238,Petrol,MUV,20000.0,Manual,1,Maruti Ertiga,2015.0,750000.0,16.02,1373.0,7.0,Kolkata
7239,Petrol,Sedan,55000.0,Manual,1,Volkswagen Jetta,2015.0,599000.0,14.69,1390.0,5.0,Kolkata
7240,Petrol,Hatchback,60000.0,Manual,2,Mahindra KUV 100 NXT,2020.0,470000.0,18.15,1198.0,6.0,Kolkata
7241,Petrol,Hatchback,47183.0,Manual,1,Honda Brio,2014.0,335000.0,19.4,1198.0,5.0,Kolkata
7242,Diesel,MUV,150000.0,Manual,1,Toyota Innova,2015.0,1050000.0,12.99,1949.5,7.0,Kolkata
7243,Diesel,Sedan,41510.0,Automatic,2,Mercedes-Benz E-Class,2015.0,1776500.0,14.21,1949.5,5.0,Kolkata
7244,Diesel,Sedan,54600.0,Manual,1,Hyundai Elantra,2017.0,843000.0,22.54,1582.0,5.0,Kolkata
7245,Petrol,Hatchback,20000.0,Manual,1,Hyundai Santro Xing,2007.0,50000.0,18.9,1086.0,5.0,Kolkata
7246,Petrol,MUV,4000.0,Manual,1,Renault Triber,2022.0,650000.0,20.0,999.0,7.0,Kolkata
7247,Petrol,Sedan,70000.0,Manual,1,Chevrolet Sail,2015.0,180000.0,18.2,1199.0,5.0,Kolkata
7248,Petrol,SUV,29882.0,Manual,1,Maruti Vitara Brezza,2021.0,673000.0,17.03,1462.0,5.0,Kolkata
7249,Petrol,Hatchback,55314.0,Manual,1,Toyota Etios Liva,2011.0,198000.0,18.3,1197.0,5.0,Kolkata
7250,Diesel,Sedan,69000.0,Manual,1,Hyundai Verna,2013.0,250000.0,22.32,1582.0,5.0,Kolkata
7251,Petrol,Sedan,41565.0,Manual,2,Maruti Swift Dzire,2015.0,338000.0,22.41,1197.0,5.0,Kolkata
7252,Petrol,Hatchback,46624.0,Manual,2,Hyundai i20,2011.0,198000.0,18.5,1197.0,5.0,Kolkata
7253,Diesel,SUV,56312.0,Automatic,1,Kia Seltos,2021.0,1400000.0,18.0,1493.0,5.0,Kolkata
7254,Petrol,Hatchback,22950.0,Manual,1,Maruti Alto 800,2019.0,283000.0,22.05,796.0,5.0,Kolkata
7255,Petrol,Hatchback,42000.0,Manual,2,Hyundai i10,2014.0,214000.0,19.81,1086.0,5.0,Kolkata
7256,Petrol,Hatchback,26135.0,Manual,1,Hyundai EON,2014.0,215000.0,21.1,814.0,5.0,Kolkata
7257,Petrol,Hatchback,20913.0,Manual,1,Volkswagen Polo,2020.0,749000.0,18.78,999.0,5.0,Kolkata
7258,Petrol,Hatchback,14000.0,Manual,2,Hyundai EON,2013.0,185000.0,21.1,814.0,5.0,Kolkata
7259,Petrol,Hatchback,3000.0,Manual,1,Maruti S-Presso,2020.0,421000.0,24.76,998.0,5.0,Kolkata
7260,Diesel,Hatchback,52002.0,Manual,1,Maruti Baleno,2018.0,465000.00000000006,27.39,1248.0,5.0,Kolkata
7261,Petrol,Hatchback,60000.0,Manual,2,Hyundai i20,2010.0,200000.0,18.5,1197.0,5.0,Kolkata
7262,Diesel,SUV,50000.0,Manual,1,Kia Seltos,2021.0,1321000.0,20.8,1493.0,5.0,Kolkata
7263,Petrol,Sedan,59000.0,Manual,1,Toyota Corolla Altis,2014.0,450000.0,14.28,1798.0,5.0,Kolkata
7264,Diesel,SUV,15000.0,Manual,1,Kia Sonet,2022.0,1199000.0,18.9,1493.0,5.0,Kolkata
7265,Petrol,Hatchback,22393.0,Manual,2,Hyundai EON,2014.0,210000.0,21.1,814.0,5.0,Kolkata
7266,Diesel,Sedan,53483.0,Manual,1,Honda Amaze,2016.0,345000.0,25.8,1498.0,5.0,Kolkata
7267,Petrol,Sedan,49000.0,Automatic,1,Honda New Accord,2011.0,421000.0,11.7,1949.5,5.0,Kolkata
7268,Petrol,Hatchback,38420.0,Manual,1,Maruti Alto K10,2011.0,171000.0,24.39,998.0,5.0,Kolkata
7269,Petrol,Hatchback,60585.0,Manual,1,Hyundai i10,2010.0,172000.0,20.36,1197.0,5.0,Kolkata
7270,Petrol,Sedan,12809.0,Automatic,1,Mercedes-Benz E-Class,2021.0,1776500.0,15.0,1949.5,5.0,Kolkata
7271,Diesel,Sedan,37243.0,Automatic,1,Skoda Rapid,2019.0,794000.0,21.72,1498.0,5.0,Kolkata
7272,Petrol,SUV,25796.0,Manual,1,Toyota Urban cruiser,2022.0,881000.0,17.03,1462.0,5.0,Kolkata
7273,Diesel,MUV,34000.0,Manual,1,Toyota Innova Crysta,2018.0,1735000.0000000002,13.68,1949.5,8.0,Kolkata
7274,Petrol,SUV,29717.0,Automatic,1,Hyundai Venue,2019.0,852999.9999999999,18.15,998.0,5.0,Kolkata
7275,Petrol,Hatchback,42000.0,Manual,1,Nissan Micra Active,2018.0,325000.0,19.49,1198.0,5.0,Kolkata
7276,Petrol,Hatchback,24425.0,Manual,1,Maruti Wagon R Stingray,2014.0,284000.0,20.51,998.0,5.0,Kolkata
7277,Petrol,Sedan,14323.0,Automatic,1,Skoda Rapid,2020.0,936000.0,16.24,999.0,5.0,Kolkata
7278,Diesel,SUV,9700.0,Manual,1,Mahindra TUV 300,2019.0,800000.0,18.49,1493.0,7.0,Kolkata
7279,Petrol,Sedan,50000.0,Manual,2,Hyundai Verna,2011.0,250000.0,17.01,1591.0,5.0,Kolkata
7280,Petrol,Sedan,51097.0,Automatic,1,Honda City,2017.0,650000.0,18.0,1497.0,5.0,Kolkata
7281,Petrol,Hatchback,60000.0,Manual,2,Hyundai i10,2010.0,165000.0,19.81,1086.0,5.0,Kolkata
7282,Petrol,Sedan,23684.0,Manual,1,Maruti Swift Dzire,2022.0,850000.0,22.41,1197.0,5.0,Kolkata
7283,Petrol,Hatchback,40000.0,Manual,1,Hyundai i10,2009.0,161000.0,19.81,1086.0,5.0,Kolkata
7284,Diesel,SUV,60002.0,Automatic,1,Mercedes-Benz GLC,2017.0,1776500.0,17.9,1949.5,5.0,Kolkata
7285,Petrol,SUV,39000.0,Manual,1,Honda BR-V,2018.0,795000.0,15.4,1497.0,7.0,Kolkata
7286,Petrol,MUV,40000.0,Manual,1,Maruti Ertiga,2020.0,900000.0,19.01,1462.0,7.0,Kolkata
